label,chooser,min_score,ask_max,min_seconds_to_close,gate,current_target_pass,v21_target_pass,both_target_pass,both_wilson_pass,both_coverage_pass,nondegenerate,min_split_accuracy,min_all_accuracy,min_all_coverage,min_all_wilson,max_median_ask,current_all_base_markets,current_all_markets,current_all_wins,current_all_losses,current_all_accuracy,current_all_coverage,current_all_wilson95_lower,current_all_median_ask,current_all_ask_ge_95,current_all_ask_eq_100,current_all_median_seconds_to_close,current_train_base_markets,current_train_markets,current_train_wins,current_train_losses,current_train_accuracy,current_train_coverage,current_train_wilson95_lower,current_train_median_ask,current_train_ask_ge_95,current_train_ask_eq_100,current_train_median_seconds_to_close,current_validation_base_markets,current_validation_markets,current_validation_wins,current_validation_losses,current_validation_accuracy,current_validation_coverage,current_validation_wilson95_lower,current_validation_median_ask,current_validation_ask_ge_95,current_validation_ask_eq_100,current_validation_median_seconds_to_close,current_holdout_base_markets,current_holdout_markets,current_holdout_wins,current_holdout_losses,current_holdout_accuracy,current_holdout_coverage,current_holdout_wilson95_lower,current_holdout_median_ask,current_holdout_ask_ge_95,current_holdout_ask_eq_100,current_holdout_median_seconds_to_close,v21_all_base_markets,v21_all_markets,v21_all_wins,v21_all_losses,v21_all_accuracy,v21_all_coverage,v21_all_wilson95_lower,v21_all_median_ask,v21_all_ask_ge_95,v21_all_ask_eq_100,v21_all_median_seconds_to_close,v21_train_base_markets,v21_train_markets,v21_train_wins,v21_train_losses,v21_train_accuracy,v21_train_coverage,v21_train_wilson95_lower,v21_train_median_ask,v21_train_ask_ge_95,v21_train_ask_eq_100,v21_train_median_seconds_to_close,v21_validation_base_markets,v21_validation_markets,v21_validation_wins,v21_validation_losses,v21_validation_accuracy,v21_validation_coverage,v21_validation_wilson95_lower,v21_validation_median_ask,v21_validation_ask_ge_95,v21_validation_ask_eq_100,v21_validation_median_seconds_to_close,v21_holdout_base_markets,v21_holdout_markets,v21_holdout_wins,v21_holdout_losses,v21_holdout_accuracy,v21_holdout_coverage,v21_holdout_wilson95_lower,v21_holdout_median_ask,v21_holdout_ask_ge_95,v21_holdout_ask_eq_100,v21_holdout_median_seconds_to_close
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.55; ask<=90; sec_to_close>=120,score_mean_book_rv15_drift5,0.55,90.0,120.0,none,False,False,False,False,True,True,0.4838709677419355,0.5569620253164557,0.9864253393665159,0.4790671982051389,53.5,159,158,88,70,0.5569620253164557,0.9937106918238994,0.4790671982051389,53.5,0,0,862.5465,95,95,55,40,0.5789473684210527,1.0,0.4784963648984185,55.0,0,0,863.312,32,32,18,14,0.5625,1.0,0.39325591136851984,53.0,0,0,861.6395,32,31,15,16,0.4838709677419355,0.96875,0.31970251562417307,50.0,0,0,862.519,221,218,133,85,0.6100917431192661,0.9864253393665159,0.5439762033302632,53.5,0,0,864.2494039999999,132,130,81,49,0.6230769230769231,0.9848484848484849,0.5373671779520062,54.0,0,0,865.269679,44,44,26,18,0.5909090909090909,1.0,0.444097537410319,54.0,0,0,865.60255,45,44,26,18,0.5909090909090909,0.9777777777777777,0.444097537410319,52.0,0,0,862.4978209999999
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.55; ask<=90; sec_to_close>=120; spread<=4,score_mean_book_rv15_drift5,0.55,90.0,120.0,spread<=4,False,False,False,False,True,True,0.4838709677419355,0.5569620253164557,0.9864253393665159,0.4790671982051389,53.5,159,158,88,70,0.5569620253164557,0.9937106918238994,0.4790671982051389,53.5,0,0,862.5465,95,95,55,40,0.5789473684210527,1.0,0.4784963648984185,55.0,0,0,863.312,32,32,18,14,0.5625,1.0,0.39325591136851984,53.0,0,0,861.6395,32,31,15,16,0.4838709677419355,0.96875,0.31970251562417307,50.0,0,0,862.519,221,218,133,85,0.6100917431192661,0.9864253393665159,0.5439762033302632,53.5,0,0,864.2494039999999,132,130,81,49,0.6230769230769231,0.9848484848484849,0.5373671779520062,54.0,0,0,865.269679,44,44,26,18,0.5909090909090909,1.0,0.444097537410319,54.0,0,0,865.60255,45,44,26,18,0.5909090909090909,0.9777777777777777,0.444097537410319,52.0,0,0,862.4978209999999
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.5; ask<=95; sec_to_close>=120,score_mean_book_rv15_drift5,0.5,95.0,120.0,none,False,False,False,False,True,True,0.4838709677419355,0.5443037974683544,0.9909502262443439,0.4665156377223326,53.0,159,158,86,72,0.5443037974683544,0.9937106918238994,0.4665156377223326,53.0,0,0,868.0035,95,95,53,42,0.5578947368421052,1.0,0.4577109695973124,54.0,0,0,867.63,32,32,18,14,0.5625,1.0,0.39325591136851984,52.5,0,0,869.8015,32,31,15,16,0.4838709677419355,0.96875,0.31970251562417307,50.0,0,0,865.548,221,219,123,96,0.5616438356164384,0.9909502262443439,0.4954255608570501,52.0,0,0,872.092976,132,131,73,58,0.5572519083969466,0.9924242424242424,0.4717670903549374,52.0,0,0,871.867369,44,44,25,19,0.5681818181818182,1.0,0.4222414699362943,54.0,0,0,872.9999475,45,44,25,19,0.5681818181818182,0.9777777777777777,0.4222414699362943,52.0,0,0,872.4454925
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.5; ask<=95; sec_to_close>=120; spread<=4,score_mean_book_rv15_drift5,0.5,95.0,120.0,spread<=4,False,False,False,False,True,True,0.4838709677419355,0.5443037974683544,0.9909502262443439,0.4665156377223326,53.0,159,158,86,72,0.5443037974683544,0.9937106918238994,0.4665156377223326,53.0,0,0,868.0035,95,95,53,42,0.5578947368421052,1.0,0.4577109695973124,54.0,0,0,867.63,32,32,18,14,0.5625,1.0,0.39325591136851984,52.5,0,0,869.8015,32,31,15,16,0.4838709677419355,0.96875,0.31970251562417307,50.0,0,0,865.548,221,219,123,96,0.5616438356164384,0.9909502262443439,0.4954255608570501,52.0,0,0,872.092976,132,131,73,58,0.5572519083969466,0.9924242424242424,0.4717670903549374,52.0,0,0,871.867369,44,44,25,19,0.5681818181818182,1.0,0.4222414699362943,54.0,0,0,872.9999475,45,44,25,19,0.5681818181818182,0.9777777777777777,0.4222414699362943,52.0,0,0,872.4454925
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.5; ask<=90; sec_to_close>=120,score_mean_book_rv15_drift5,0.5,90.0,120.0,none,False,False,False,False,True,True,0.4838709677419355,0.5443037974683544,0.9864253393665159,0.4665156377223326,53.0,159,158,86,72,0.5443037974683544,0.9937106918238994,0.4665156377223326,53.0,0,0,868.0035,95,95,53,42,0.5578947368421052,1.0,0.4577109695973124,54.0,0,0,867.63,32,32,18,14,0.5625,1.0,0.39325591136851984,52.5,0,0,869.8015,32,31,15,16,0.4838709677419355,0.96875,0.31970251562417307,50.0,0,0,865.548,221,218,122,96,0.5596330275229358,0.9864253393665159,0.4932662912659362,52.0,0,0,872.1464315000001,132,130,72,58,0.5538461538461539,0.9848484848484849,0.46807146679327727,52.0,0,0,871.8696225000001,44,44,25,19,0.5681818181818182,1.0,0.4222414699362943,54.0,0,0,872.9999475,45,44,25,19,0.5681818181818182,0.9777777777777777,0.4222414699362943,52.0,0,0,872.4454925
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.5; ask<=90; sec_to_close>=120; spread<=4,score_mean_book_rv15_drift5,0.5,90.0,120.0,spread<=4,False,False,False,False,True,True,0.4838709677419355,0.5443037974683544,0.9864253393665159,0.4665156377223326,53.0,159,158,86,72,0.5443037974683544,0.9937106918238994,0.4665156377223326,53.0,0,0,868.0035,95,95,53,42,0.5578947368421052,1.0,0.4577109695973124,54.0,0,0,867.63,32,32,18,14,0.5625,1.0,0.39325591136851984,52.5,0,0,869.8015,32,31,15,16,0.4838709677419355,0.96875,0.31970251562417307,50.0,0,0,865.548,221,218,122,96,0.5596330275229358,0.9864253393665159,0.4932662912659362,52.0,0,0,872.1464315000001,132,130,72,58,0.5538461538461539,0.9848484848484849,0.46807146679327727,52.0,0,0,871.8696225000001,44,44,25,19,0.5681818181818182,1.0,0.4222414699362943,54.0,0,0,872.9999475,45,44,25,19,0.5681818181818182,0.9777777777777777,0.4222414699362943,52.0,0,0,872.4454925
choose=score_regime_blend; score_regime_blend>=0.6; ask<=95; sec_to_close>=60; margin_rv15>=0,score_regime_blend,0.6,95.0,60.0,margin_rv15>=0,False,False,False,False,True,True,0.46875,0.6772151898734177,0.9937106918238994,0.6008545032806515,61.0,159,158,107,51,0.6772151898734177,0.9937106918238994,0.6008545032806515,61.0,0,0,835.4615,95,95,67,28,0.7052631578947368,1.0,0.6070505934821108,61.0,0,0,835.94,32,32,15,17,0.46875,1.0,0.30869387108068835,61.0,0,0,830.864,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,62.0,0,0,830.866,221,220,150,70,0.6818181818181818,0.995475113122172,0.61760132424828,61.0,0,0,839.470182,132,132,88,44,0.6666666666666666,1.0,0.5825404478082283,61.0,0,0,839.4738245,44,44,29,15,0.6590909090909091,1.0,0.5113914121793824,60.0,0,0,839.6399275,45,44,33,11,0.75,0.9777777777777777,0.6055943364104085,61.5,0,0,839.359927
choose=score_regime_blend; score_regime_blend>=0.6; ask<=90; sec_to_close>=60; margin_rv15>=0,score_regime_blend,0.6,90.0,60.0,margin_rv15>=0,False,False,False,False,True,True,0.46875,0.6772151898734177,0.9909502262443439,0.6008545032806515,61.0,159,158,107,51,0.6772151898734177,0.9937106918238994,0.6008545032806515,61.0,0,0,835.4615,95,95,67,28,0.7052631578947368,1.0,0.6070505934821108,61.0,0,0,835.94,32,32,15,17,0.46875,1.0,0.30869387108068835,61.0,0,0,830.864,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,62.0,0,0,830.866,221,219,149,70,0.680365296803653,0.9909502262443439,0.6159494431339545,61.0,0,0,839.473117,132,131,87,44,0.6641221374045801,0.9924242424242424,0.5795924913457884,61.0,0,0,839.474532,44,44,29,15,0.6590909090909091,1.0,0.5113914121793824,60.0,0,0,839.6399275,45,44,33,11,0.75,0.9777777777777777,0.6055943364104085,61.5,0,0,839.359927
choose=score_regime_blend; score_regime_blend>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0,score_regime_blend,0.6,95.0,120.0,margin_rv15>=0,False,False,False,False,True,True,0.46875,0.6772151898734177,0.9909502262443439,0.6008545032806515,61.0,159,158,107,51,0.6772151898734177,0.9937106918238994,0.6008545032806515,61.0,0,0,835.4615,95,95,67,28,0.7052631578947368,1.0,0.6070505934821108,61.0,0,0,835.94,32,32,15,17,0.46875,1.0,0.30869387108068835,61.0,0,0,830.864,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,62.0,0,0,830.866,221,219,150,69,0.684931506849315,0.9909502262443439,0.6206678423653607,61.0,0,0,839.473117,132,131,88,43,0.6717557251908397,0.9924242424242424,0.5874541794197865,61.0,0,0,839.474532,44,44,29,15,0.6590909090909091,1.0,0.5113914121793824,60.0,0,0,839.6399275,45,44,33,11,0.75,0.9777777777777777,0.6055943364104085,61.5,0,0,839.359927
choose=score_regime_blend; score_regime_blend>=0.6; ask<=90; sec_to_close>=120; margin_rv15>=0,score_regime_blend,0.6,90.0,120.0,margin_rv15>=0,False,False,False,False,True,True,0.46875,0.6772151898734177,0.9864253393665159,0.6008545032806515,61.0,159,158,107,51,0.6772151898734177,0.9937106918238994,0.6008545032806515,61.0,0,0,835.4615,95,95,67,28,0.7052631578947368,1.0,0.6070505934821108,61.0,0,0,835.94,32,32,15,17,0.46875,1.0,0.30869387108068835,61.0,0,0,830.864,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,62.0,0,0,830.866,221,218,149,69,0.6834862385321101,0.9864253393665159,0.6190213896655555,61.0,0,0,839.4738245,132,130,87,43,0.6692307692307692,0.9848484848484849,0.5845174799473007,61.0,0,0,839.4750059999999,44,44,29,15,0.6590909090909091,1.0,0.5113914121793824,60.0,0,0,839.6399275,45,44,33,11,0.75,0.9777777777777777,0.6055943364104085,61.5,0,0,839.359927
choose=score_regime_blend; score_regime_blend>=0.6; ask<=95; sec_to_close>=60,score_regime_blend,0.6,95.0,60.0,none,False,False,False,False,True,True,0.46875,0.6727272727272727,0.995475113122172,0.5967058357323571,61.0,159,159,107,52,0.6729559748427673,1.0,0.5967058357323571,61.0,0,0,838.258,95,95,67,28,0.7052631578947368,1.0,0.6070505934821108,60.0,0,0,849.001,32,32,15,17,0.46875,1.0,0.30869387108068835,61.0,0,0,831.5264999999999,32,32,25,7,0.78125,1.0,0.6124500635075646,62.0,0,0,831.9945,221,220,148,72,0.6727272727272727,0.995475113122172,0.6082231292522079,61.0,0,0,839.5749384999999,132,132,88,44,0.6666666666666666,1.0,0.5825404478082283,61.0,0,0,839.5499130000001,44,44,28,16,0.6363636363636364,1.0,0.48866376879043444,60.0,0,0,839.7404695,45,44,32,12,0.7272727272727273,0.9777777777777777,0.581511269075488,61.0,0,0,839.4199555
choose=score_regime_blend; score_regime_blend>=0.6; ask<=95; sec_to_close>=60; spread<=4,score_regime_blend,0.6,95.0,60.0,spread<=4,False,False,False,False,True,True,0.46875,0.6727272727272727,0.995475113122172,0.5967058357323571,61.0,159,159,107,52,0.6729559748427673,1.0,0.5967058357323571,61.0,0,0,838.258,95,95,67,28,0.7052631578947368,1.0,0.6070505934821108,60.0,0,0,849.001,32,32,15,17,0.46875,1.0,0.30869387108068835,61.0,0,0,831.5264999999999,32,32,25,7,0.78125,1.0,0.6124500635075646,62.0,0,0,831.9945,221,220,148,72,0.6727272727272727,0.995475113122172,0.6082231292522079,61.0,0,0,839.5749384999999,132,132,88,44,0.6666666666666666,1.0,0.5825404478082283,61.0,0,0,839.5499130000001,44,44,28,16,0.6363636363636364,1.0,0.48866376879043444,60.0,0,0,839.7404695,45,44,32,12,0.7272727272727273,0.9777777777777777,0.581511269075488,61.0,0,0,839.4199555
choose=score_regime_blend; score_regime_blend>=0.6; ask<=90; sec_to_close>=60,score_regime_blend,0.6,90.0,60.0,none,False,False,False,False,True,True,0.46875,0.6712328767123288,0.9909502262443439,0.5967058357323571,61.0,159,159,107,52,0.6729559748427673,1.0,0.5967058357323571,61.0,0,0,838.258,95,95,67,28,0.7052631578947368,1.0,0.6070505934821108,60.0,0,0,849.001,32,32,15,17,0.46875,1.0,0.30869387108068835,61.0,0,0,831.5264999999999,32,32,25,7,0.78125,1.0,0.6124500635075646,62.0,0,0,831.9945,221,219,147,72,0.6712328767123288,0.9909502262443439,0.6065323932869077,61.0,0,0,839.579669,132,131,87,44,0.6641221374045801,0.9924242424242424,0.5795924913457884,61.0,0,0,839.570208,44,44,28,16,0.6363636363636364,1.0,0.48866376879043444,60.0,0,0,839.7404695,45,44,32,12,0.7272727272727273,0.9777777777777777,0.581511269075488,61.0,0,0,839.4199555
choose=score_regime_blend; score_regime_blend>=0.6; ask<=90; sec_to_close>=60; spread<=4,score_regime_blend,0.6,90.0,60.0,spread<=4,False,False,False,False,True,True,0.46875,0.6712328767123288,0.9909502262443439,0.5967058357323571,61.0,159,159,107,52,0.6729559748427673,1.0,0.5967058357323571,61.0,0,0,838.258,95,95,67,28,0.7052631578947368,1.0,0.6070505934821108,60.0,0,0,849.001,32,32,15,17,0.46875,1.0,0.30869387108068835,61.0,0,0,831.5264999999999,32,32,25,7,0.78125,1.0,0.6124500635075646,62.0,0,0,831.9945,221,219,147,72,0.6712328767123288,0.9909502262443439,0.6065323932869077,61.0,0,0,839.579669,132,131,87,44,0.6641221374045801,0.9924242424242424,0.5795924913457884,61.0,0,0,839.570208,44,44,28,16,0.6363636363636364,1.0,0.48866376879043444,60.0,0,0,839.7404695,45,44,32,12,0.7272727272727273,0.9777777777777777,0.581511269075488,61.0,0,0,839.4199555
choose=score_regime_blend; score_regime_blend>=0.6; ask<=95; sec_to_close>=120,score_regime_blend,0.6,95.0,120.0,none,False,False,False,False,True,True,0.46875,0.6708860759493671,0.9909502262443439,0.5943227026372023,61.0,159,158,106,52,0.6708860759493671,0.9937106918238994,0.5943227026372023,61.0,0,0,838.733,95,95,67,28,0.7052631578947368,1.0,0.6070505934821108,60.0,0,0,849.001,32,32,15,17,0.46875,1.0,0.30869387108068835,61.0,0,0,831.5264999999999,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,62.0,0,0,833.123,221,219,148,71,0.6757990867579908,0.9909502262443439,0.6112376507734046,61.0,0,0,839.579669,132,131,88,43,0.6717557251908397,0.9924242424242424,0.5874541794197865,61.0,0,0,839.570208,44,44,28,16,0.6363636363636364,1.0,0.48866376879043444,60.0,0,0,839.7404695,45,44,32,12,0.7272727272727273,0.9777777777777777,0.581511269075488,61.0,0,0,839.4199555
choose=score_regime_blend; score_regime_blend>=0.6; ask<=95; sec_to_close>=120; spread<=4,score_regime_blend,0.6,95.0,120.0,spread<=4,False,False,False,False,True,True,0.46875,0.6708860759493671,0.9909502262443439,0.5943227026372023,61.0,159,158,106,52,0.6708860759493671,0.9937106918238994,0.5943227026372023,61.0,0,0,838.733,95,95,67,28,0.7052631578947368,1.0,0.6070505934821108,60.0,0,0,849.001,32,32,15,17,0.46875,1.0,0.30869387108068835,61.0,0,0,831.5264999999999,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,62.0,0,0,833.123,221,219,148,71,0.6757990867579908,0.9909502262443439,0.6112376507734046,61.0,0,0,839.579669,132,131,88,43,0.6717557251908397,0.9924242424242424,0.5874541794197865,61.0,0,0,839.570208,44,44,28,16,0.6363636363636364,1.0,0.48866376879043444,60.0,0,0,839.7404695,45,44,32,12,0.7272727272727273,0.9777777777777777,0.581511269075488,61.0,0,0,839.4199555
choose=score_regime_blend; score_regime_blend>=0.6; ask<=90; sec_to_close>=120,score_regime_blend,0.6,90.0,120.0,none,False,False,False,False,True,True,0.46875,0.6708860759493671,0.9864253393665159,0.5943227026372023,61.0,159,158,106,52,0.6708860759493671,0.9937106918238994,0.5943227026372023,61.0,0,0,838.733,95,95,67,28,0.7052631578947368,1.0,0.6070505934821108,60.0,0,0,849.001,32,32,15,17,0.46875,1.0,0.30869387108068835,61.0,0,0,831.5264999999999,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,62.0,0,0,833.123,221,218,147,71,0.6743119266055045,0.9864253393665159,0.6095519265469899,61.0,0,0,839.5865349999999,132,130,87,43,0.6692307692307692,0.9848484848484849,0.5845174799473007,61.0,0,0,839.5749384999999,44,44,28,16,0.6363636363636364,1.0,0.48866376879043444,60.0,0,0,839.7404695,45,44,32,12,0.7272727272727273,0.9777777777777777,0.581511269075488,61.0,0,0,839.4199555
choose=score_regime_blend; score_regime_blend>=0.6; ask<=90; sec_to_close>=120; spread<=4,score_regime_blend,0.6,90.0,120.0,spread<=4,False,False,False,False,True,True,0.46875,0.6708860759493671,0.9864253393665159,0.5943227026372023,61.0,159,158,106,52,0.6708860759493671,0.9937106918238994,0.5943227026372023,61.0,0,0,838.733,95,95,67,28,0.7052631578947368,1.0,0.6070505934821108,60.0,0,0,849.001,32,32,15,17,0.46875,1.0,0.30869387108068835,61.0,0,0,831.5264999999999,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,62.0,0,0,833.123,221,218,147,71,0.6743119266055045,0.9864253393665159,0.6095519265469899,61.0,0,0,839.5865349999999,132,130,87,43,0.6692307692307692,0.9848484848484849,0.5845174799473007,61.0,0,0,839.5749384999999,44,44,28,16,0.6363636363636364,1.0,0.48866376879043444,60.0,0,0,839.7404695,45,44,32,12,0.7272727272727273,0.9777777777777777,0.581511269075488,61.0,0,0,839.4199555
choose=book_p_side; book_p_side>=0.55; ask<=95; sec_to_close>=120,book_p_side,0.55,95.0,120.0,none,False,False,False,False,True,True,0.46875,0.6518987341772152,0.9909502262443439,0.5748132155819379,61.0,159,158,103,55,0.6518987341772152,0.9937106918238994,0.5748132155819379,60.0,0,0,853.6990000000001,95,95,68,27,0.7157894736842105,1.0,0.6180898964168237,60.0,0,0,855.423,32,32,15,17,0.46875,1.0,0.30869387108068835,59.5,0,0,853.9385,32,31,20,11,0.6451612903225806,0.96875,0.46947954064368874,60.0,0,0,844.376,221,219,144,75,0.6575342465753424,0.9909502262443439,0.5924551557805612,61.0,0,0,857.248929,132,131,85,46,0.648854961832061,0.9924242424242424,0.563936441087627,60.0,0,0,858.245361,44,44,29,15,0.6590909090909091,1.0,0.5113914121793824,60.0,0,0,839.8583945,45,44,30,14,0.6818181818181818,0.9777777777777777,0.5344310393781776,61.0,0,0,839.673607
choose=book_p_side; book_p_side>=0.55; ask<=95; sec_to_close>=120; spread<=4,book_p_side,0.55,95.0,120.0,spread<=4,False,False,False,False,True,True,0.46875,0.6518987341772152,0.9909502262443439,0.5748132155819379,61.0,159,158,103,55,0.6518987341772152,0.9937106918238994,0.5748132155819379,60.0,0,0,853.6990000000001,95,95,68,27,0.7157894736842105,1.0,0.6180898964168237,60.0,0,0,855.423,32,32,15,17,0.46875,1.0,0.30869387108068835,59.5,0,0,853.9385,32,31,20,11,0.6451612903225806,0.96875,0.46947954064368874,60.0,0,0,844.376,221,219,144,75,0.6575342465753424,0.9909502262443439,0.5924551557805612,61.0,0,0,857.248929,132,131,85,46,0.648854961832061,0.9924242424242424,0.563936441087627,60.0,0,0,858.245361,44,44,29,15,0.6590909090909091,1.0,0.5113914121793824,60.0,0,0,839.8583945,45,44,30,14,0.6818181818181818,0.9777777777777777,0.5344310393781776,61.0,0,0,839.673607
choose=book_p_side; book_p_side>=0.55; ask<=90; sec_to_close>=120,book_p_side,0.55,90.0,120.0,none,False,False,False,False,True,True,0.46875,0.6518987341772152,0.9864253393665159,0.5748132155819379,61.0,159,158,103,55,0.6518987341772152,0.9937106918238994,0.5748132155819379,60.0,0,0,853.6990000000001,95,95,68,27,0.7157894736842105,1.0,0.6180898964168237,60.0,0,0,855.423,32,32,15,17,0.46875,1.0,0.30869387108068835,59.5,0,0,853.9385,32,31,20,11,0.6451612903225806,0.96875,0.46947954064368874,60.0,0,0,844.376,221,218,143,75,0.6559633027522935,0.9864253393665159,0.5906915032296615,61.0,0,0,857.254679,132,130,84,46,0.6461538461538462,0.9848484848484849,0.56084245378429,60.0,0,0,858.3600604999999,44,44,29,15,0.6590909090909091,1.0,0.5113914121793824,60.0,0,0,839.8583945,45,44,30,14,0.6818181818181818,0.9777777777777777,0.5344310393781776,61.0,0,0,839.673607
choose=book_p_side; book_p_side>=0.55; ask<=90; sec_to_close>=120; spread<=4,book_p_side,0.55,90.0,120.0,spread<=4,False,False,False,False,True,True,0.46875,0.6518987341772152,0.9864253393665159,0.5748132155819379,61.0,159,158,103,55,0.6518987341772152,0.9937106918238994,0.5748132155819379,60.0,0,0,853.6990000000001,95,95,68,27,0.7157894736842105,1.0,0.6180898964168237,60.0,0,0,855.423,32,32,15,17,0.46875,1.0,0.30869387108068835,59.5,0,0,853.9385,32,31,20,11,0.6451612903225806,0.96875,0.46947954064368874,60.0,0,0,844.376,221,218,143,75,0.6559633027522935,0.9864253393665159,0.5906915032296615,61.0,0,0,857.254679,132,130,84,46,0.6461538461538462,0.9848484848484849,0.56084245378429,60.0,0,0,858.3600604999999,44,44,29,15,0.6590909090909091,1.0,0.5113914121793824,60.0,0,0,839.8583945,45,44,30,14,0.6818181818181818,0.9777777777777777,0.5344310393781776,61.0,0,0,839.673607
choose=book_p_side; book_p_side>=0.55; ask<=95; sec_to_close>=60,book_p_side,0.55,95.0,60.0,none,False,False,False,False,True,True,0.46875,0.6477987421383647,1.0,0.5708656616123258,61.0,159,159,103,56,0.6477987421383647,1.0,0.5708656616123258,60.0,0,0,853.629,95,95,68,27,0.7157894736842105,1.0,0.6180898964168237,60.0,0,0,855.423,32,32,15,17,0.46875,1.0,0.30869387108068835,59.5,0,0,853.9385,32,32,20,12,0.625,1.0,0.4525440735307745,60.0,0,0,842.578,221,221,144,77,0.6515837104072398,1.0,0.5866606766332826,61.0,0,0,857.13406,132,132,85,47,0.6439393939393939,1.0,0.5592437777880144,60.5,0,0,858.0469145,44,44,29,15,0.6590909090909091,1.0,0.5113914121793824,60.0,0,0,839.8583945,45,45,30,15,0.6666666666666666,1.0,0.5207048830990042,61.0,0,0,839.656164
choose=book_p_side; book_p_side>=0.55; ask<=95; sec_to_close>=60; spread<=4,book_p_side,0.55,95.0,60.0,spread<=4,False,False,False,False,True,True,0.46875,0.6477987421383647,1.0,0.5708656616123258,61.0,159,159,103,56,0.6477987421383647,1.0,0.5708656616123258,60.0,0,0,853.629,95,95,68,27,0.7157894736842105,1.0,0.6180898964168237,60.0,0,0,855.423,32,32,15,17,0.46875,1.0,0.30869387108068835,59.5,0,0,853.9385,32,32,20,12,0.625,1.0,0.4525440735307745,60.0,0,0,842.578,221,221,144,77,0.6515837104072398,1.0,0.5866606766332826,61.0,0,0,857.13406,132,132,85,47,0.6439393939393939,1.0,0.5592437777880144,60.5,0,0,858.0469145,44,44,29,15,0.6590909090909091,1.0,0.5113914121793824,60.0,0,0,839.8583945,45,45,30,15,0.6666666666666666,1.0,0.5207048830990042,61.0,0,0,839.656164
choose=book_p_side; book_p_side>=0.55; ask<=90; sec_to_close>=60,book_p_side,0.55,90.0,60.0,none,False,False,False,False,True,True,0.46875,0.6477987421383647,0.995475113122172,0.5708656616123258,61.0,159,159,103,56,0.6477987421383647,1.0,0.5708656616123258,60.0,0,0,853.629,95,95,68,27,0.7157894736842105,1.0,0.6180898964168237,60.0,0,0,855.423,32,32,15,17,0.46875,1.0,0.30869387108068835,59.5,0,0,853.9385,32,32,20,12,0.625,1.0,0.4525440735307745,60.0,0,0,842.578,221,220,143,77,0.65,0.995475113122172,0.5848888108500723,61.0,0,0,857.1914945,132,131,84,47,0.6412213740458015,0.9924242424242424,0.5561413946369288,60.0,0,0,858.245361,44,44,29,15,0.6590909090909091,1.0,0.5113914121793824,60.0,0,0,839.8583945,45,45,30,15,0.6666666666666666,1.0,0.5207048830990042,61.0,0,0,839.656164
choose=book_p_side; book_p_side>=0.55; ask<=90; sec_to_close>=60; spread<=4,book_p_side,0.55,90.0,60.0,spread<=4,False,False,False,False,True,True,0.46875,0.6477987421383647,0.995475113122172,0.5708656616123258,61.0,159,159,103,56,0.6477987421383647,1.0,0.5708656616123258,60.0,0,0,853.629,95,95,68,27,0.7157894736842105,1.0,0.6180898964168237,60.0,0,0,855.423,32,32,15,17,0.46875,1.0,0.30869387108068835,59.5,0,0,853.9385,32,32,20,12,0.625,1.0,0.4525440735307745,60.0,0,0,842.578,221,220,143,77,0.65,0.995475113122172,0.5848888108500723,61.0,0,0,857.1914945,132,131,84,47,0.6412213740458015,0.9924242424242424,0.5561413946369288,60.0,0,0,858.245361,44,44,29,15,0.6590909090909091,1.0,0.5113914121793824,60.0,0,0,839.8583945,45,45,30,15,0.6666666666666666,1.0,0.5207048830990042,61.0,0,0,839.656164
choose=score_mean_book_rv15; score_mean_book_rv15>=0.55; ask<=95; sec_to_close>=120,score_mean_book_rv15,0.55,95.0,120.0,none,False,False,False,False,True,True,0.46875,0.6329113924050633,0.9909502262443439,0.5554287519463292,61.0,159,158,100,58,0.6329113924050633,0.9937106918238994,0.5554287519463292,60.0,0,0,848.0495,95,95,62,33,0.6526315789473685,1.0,0.5526464467822214,60.0,0,0,851.299,32,32,15,17,0.46875,1.0,0.30869387108068835,60.0,0,0,839.6535,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,61.0,0,0,826.301,221,219,148,71,0.6757990867579908,0.9909502262443439,0.6112376507734046,61.0,0,0,839.705236,132,131,90,41,0.6870229007633588,0.9924242424242424,0.6032467934308663,61.0,0,0,839.799537,44,44,26,18,0.5909090909090909,1.0,0.444097537410319,60.5,0,0,848.4973540000001,45,44,32,12,0.7272727272727273,0.9777777777777777,0.581511269075488,61.0,0,0,839.4754245
